,country,continent_name,monthly_internet_cost_2018,internet_percent_of_population,population_2018,population_2024,gni_2018,gni_2024,annual_internet_cost_2018,annual_cost_percent_GNI_2018,annual_internet_cost_2024,annual_cost_percent_GNI_2024,sat_annual_cost_per_gni_2018,sat_annual_cost_per_gni_2024
134,United States,North America,50.0,0.872661,332000000.0,342000000.0,66100.0,71500.0,600.0,0.009077155824508321,808.3134955314747,0.01130508385358706,0.010892586989409985,0.01158041958041958
135,Australia,Oceania,48.35,0.86545,25000000.0,26700000.0,55300.0,58400.0,580.2,0.010491862567811936,781.6391501789361,0.013384232023611919,0.013019891500904159,0.014178082191780822
136,Fiji,Oceania,55.42,0.499664,919000.0,943000.0,6150.0,6110.0,665.04,0.10813658536585365,895.9346784470865,0.14663415359199453,0.11707317073170732,0.13551554828150572
137,Marshall Islands,Oceania,86.2,0.387012,46000.0,42400.0,5040.0,5100.0,1034.4,0.20523809523809525,1393.532466296262,0.2732416600580906,0.14285714285714285,0.1623529411764706
138,New Zealand,Oceania,54.0,0.908111,4840000.0,5270000.0,43400.0,44800.0,648.0,0.014930875576036867,872.9785751739926,0.019486128910133762,0.016589861751152075,0.018482142857142857
139,Papua New Guinea,Oceania,51.06,0.112092,9330000.0,10500000.0,2710.0,2840.0,612.72,0.2260959409594096,825.449741636742,0.29065131747772605,0.2656826568265683,0.2915492957746479
140,Vanuatu,Oceania,95.25,0.257198,297000.0,342000.0,3300.0,3320.0,1143.0,0.3463636363636364,1539.8372089874592,0.4638063882492347,0.21818181818181817,0.2493975903614458
141,Argentina,South America,13.69,0.742949,44400000.0,46100000.0,12900.0,9810.0,164.28,0.012734883720930233,221.31623507651778,0.022560268611265828,0.05581395348837209,0.08440366972477065
142,Bolivia,South America,41.53,0.438323,11600000.0,12600000.0,3510.0,3550.0,498.36,0.141982905982906,671.3851893884429,0.18912258856012476,0.20512820512820512,0.2332394366197183
143,Brazil,South America,28.24,0.674713,210000000.0,218000000.0,9550.0,8490.0,338.88,0.0354848167539267,456.5354622761769,0.05377331711144604,0.07539267015706806,0.09752650176678446
144,Chile,South America,33.99,0.823275,18700000.0,19700000.0,15200.0,15000.0,407.88,0.02683421052631579,549.4915142622966,0.03663276761748644,0.04736842105263158,0.0552
145,Colombia,South America,25.05,0.622599,49300000.0,52300000.0,6520.0,6560.0,300.6,0.04610429447852761,404.9650612612689,0.061732478850803185,0.11042944785276074,0.12621951219512195
146,Ecuador,South America,43.87,0.572722,17000000.0,18400000.0,6340.0,5630.0,526.4399999999999,0.0830347003154574,709.2142609793159,0.12597056145280922,0.11356466876971609,0.14706927175843695
147,Guyana,South America,54.66,0.373258,786000.0,820000.0,6550.0,8370.0,655.92,0.10014045801526716,883.6483133150081,0.10557327518697826,0.1099236641221374,0.0989247311827957
148,Paraguay,South America,24.46,0.649935,6440000.0,6950000.0,5830.0,5710.0,293.52,0.05034648370497427,395.42696201399747,0.06925165709527101,0.1234991423670669,0.14500875656742557
149,Peru,South America,26.17,0.525403,32200000.000000004,34700000.0,6740.0,7160.0,314.04,0.04659347181008902,423.07128356117386,0.059088168095136014,0.10682492581602374,0.11564245810055866
150,Suriname,South America,39.82,0.489452,594000.0,629000.0,6220.0,4670.0,477.84000000000003,0.07682315112540193,643.7408678412665,0.13784601024438256,0.1157556270096463,0.17730192719486082
151,Uruguay,South America,40.1,0.682797,3430000.0,3420000.0,18000.0,17400.0,481.20000000000005,0.026733333333333335,648.2674234162429,0.03725674847219786,0.04,0.04758620689655172
